"bird_tag","feeding_freq","BIRD_ID","cort_orig","cort_ind","barl_orig","barl_ind","sex","age","fdens_orig","fdens_ind"
NA,NA,"59V39833",0.020461406337781,0,14.66070883,11.09206269,"f",NA,0.000119414823877632,0.000117293493447136
NA,NA,"59V39535",0.016833616818917,0.353600483560824,14.90900887,12.52920602,"f",NA,0.000115403801101938,0.00011333463223102
NA,NA,"59V39260",0.008283861159368,0.005641919802981,14.291453895,12.71461889,"m",NA,0.00011604494100281,0.000122462666146911
NA,NA,"59V39156",0.00113838108484,0.054339310344828,13.98835493,11.86612741,"f",NA,0.000122395784669654,0.000121947741453487
NA,NA,"59V39298",0.001075468755207,0,15.33034647,12.27439278,"m",NA,0.000116530400103954,0.000117189697642917
NA,NA,"59V39747",NA,NA,NA,NA,"m",NA,NA,NA
NA,NA,"59V39764",NA,NA,NA,NA,"m",NA,NA,NA
NA,NA,"59V39839",NA,NA,NA,NA,"f",NA,NA,NA
NA,NA,"59V39842",NA,NA,NA,NA,"f",NA,NA,NA
NA,NA,"59V39997",NA,NA,14.621318405,NA,"f",NA,NA,NA
NA,NA,"58V92482",NA,NA,12.24773574,NA,NA,NA,NA,NA
NA,NA,"59V39154",NA,NA,15.259536775,NA,NA,NA,NA,NA
NA,NA,"59V39235",NA,NA,13.974284365,NA,NA,NA,NA,NA
NA,NA,"59V39424",NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,"59V39428",NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,"59V39544",NA,NA,15.688393995,NA,NA,NA,NA,NA
NA,NA,"59V39594",NA,NA,15.317937145,NA,NA,NA,NA,NA
NA,NA,"59V39832",NA,NA,NA,NA,"f",NA,NA,NA
NA,NA,"59V39407",NA,NA,NA,NA,"m",NA,NA,NA
NA,NA,"59V39840",NA,NA,NA,NA,"f",NA,NA,NA
NA,NA,"59V39846",NA,NA,NA,NA,"f",NA,NA,NA
NA,NA,"59V39749",NA,NA,NA,NA,"f",NA,NA,NA
NA,NA,"59V39750",NA,NA,NA,NA,"f",NA,NA,NA
NA,NA,"59V39243",NA,NA,NA,NA,"f",NA,NA,NA
NA,NA,"59V39756",NA,NA,NA,NA,"f",NA,NA,NA
NA,NA,"59V39849",NA,NA,NA,NA,"m",NA,NA,NA
NA,NA,"59V39850",NA,NA,NA,NA,"m",NA,NA,NA
NA,NA,"59V39853",NA,NA,NA,NA,"f",NA,NA,NA
NA,NA,"59V39949",NA,NA,14.779873475,11.54032146,"f",NA,0.000116550395099709,0.000115355063898313
NA,NA,"59V39299",NA,NA,NA,NA,"f",NA,NA,NA
NA,NA,"59V39866",NA,NA,NA,NA,"f",NA,NA,NA
NA,NA,"59V39871",NA,NA,NA,NA,"f",NA,NA,NA
NA,NA,"59V39439",NA,NA,14.43680377,NA,"f",NA,NA,NA
NA,NA,"59V39770",NA,NA,14.890632915,NA,"m",NA,NA,NA
NA,NA,"59V39778",NA,NA,15.269554705,NA,"f",NA,NA,NA
NA,NA,"59V39783",NA,NA,NA,NA,"f",NA,NA,NA
